,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
70,杨浦,600,210万,20698元,中外环,新江湾时代花园(杨浦新江湾城)地图,sh4481680举报假一赔百细则,2室2厅1卫,暂无数据,87.34平,暂无数据,中区/6层,暂无数据,暂无数据,2001-09-03,满五,折现,住宅 - 公寓,73574元/平,2000年,住宅 - 公寓,150栋,1687户,上海凯晨物业管理有限公司,上海新江湾城投资发展有限公司、江湾房产公司,36套在售二手房10套在租房源,
71,虹口,345,120.7万,11902元,内中环,中山北一路865弄(虹口凉城)地图,sh4780665举报假一赔百细则,2室0厅1卫,暂无数据,52.62平,暂无数据,中区/5层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,69970元/平,1980~1984年,住宅 - 公寓,14栋,272户,暂无信息,暂无信息,9套在售二手房3套在租房源,
72,闸北,820,287万,28288元,内环内,中海万锦城（三期）(闸北不夜城)地图,sh4531109举报假一赔百细则,2室2厅1卫,有(二梯四户),90.91平,暂无数据,高区/36层,中装,南,2015-11-05,满二,其它,住宅 - 公寓,84497元/平,2014年,住宅 - 公寓,9栋,632户,中海物业,暂无信息,6套在售二手房1套在租房源,
73,徐汇,600,210万,20698元,内环内,中南新村(徐汇衡山路)地图,sh4866721举报假一赔百细则,1室2厅1卫,暂无数据,49.0平,暂无数据,中区/5层,精装,南北,2015-11-04,满二,置换,住宅 - 公寓,113072元/平,1936~1974年,住宅 - 公寓、住宅 - 新里,29栋,100户,上海徐房(集团)有限公司、徐房物业,中南银行,2套在售二手房3套在租房源,
74,闵行,770,269.5万,26563元,外环外,新浦江城（浦申路1288弄）(闵行浦江)地图,sh4791036举报假一赔百细则,3室2厅2卫,暂无数据,113.57平,暂无数据,中区/4层,毛坯,南北,暂无数据,满二,置换,住宅 - 公寓,59418元/平,2012~2014年,住宅 - 公寓,117栋,620户,深圳市华侨城物业管理有限公司上海分公司、华侨城物业,上海天祥华侨城投资有限公司、华侨开发有限公司,10套在售二手房2套在租房源,
75,闵行,238,83.3万,8210元,外环外,万顺水原墅(公寓)(闵行颛桥)地图,sh4726295举报假一赔百细则,1室1厅1卫,有(二梯十二户),55.32平,暂无数据,低区/11层,暂无数据,暂无数据,2013-08-04,满二,暂无数据,住宅 - 公寓,41827元/平,2012~2013年,住宅 - 公寓,13栋,530户,上海保利皇都物业管理有限公司、上海莘闵物业发展有限公司,上海莘闵荣顺房地产开发有限公司、上海国融莘闵置业有限公司,20套在售二手房11套在租房源,
76,虹口,310,108.5万,10694元,内环内,天通庵路681号(虹口四川北路)地图,sh4650919举报假一赔百细则,1室1厅1卫,暂无数据,45.48平,暂无数据,低区/7层,暂无数据,暂无数据,2013-05-01,满二,置换,住宅 - 公寓,68161元/平,1990年,住宅 - 公寓,1栋,42户,无,暂无信息,1套在售二手房0套在租房源,
77,长宁,560,196万,19318元,内中环,宝地新品居(长宁天山)地图,sh4636551举报假一赔百细则,1室2厅1卫,有(二梯四户),60.83平,暂无数据,中区/11层,中装,南,2013-10-14,满二,折现,住宅 - 公寓,87716元/平,2004年,住宅 - 公寓,5栋,180户,上海大唐物业管理有限公司、狮城怡安,上海宝地长山房地产开发有限公司、上海宝地房地产开发有限公司,4套在售二手房5套在租房源,
78,杨浦,440,154万,15179元,中外环,政立小区(杨浦五角场)地图,sh4613166举报假一赔百细则,2室1厅1卫,暂无数据,63.67平,暂无数据,低区/6层,中装,南北,2015-01-09,满二,折现,住宅 - 公寓,66359元/平,1995~2001年,住宅 - 公寓,29栋,342户,上海明联物业管理有限公司,上海仁丰房地产经纪有限公司,5套在售二手房0套在租房源,
79,宝山,168,58.8万,5796元,外环外,乐业一村(宝山月浦)地图,sh4555075举报假一赔百细则,1室1厅1卫,暂无数据,41.81平,暂无数据,低区/6层,暂无数据,暂无数据,暂无数据,满二,置换,住宅 - 公寓,38223元/平,1994年,住宅 - 公寓,80栋,936户,上海宝月物业管理有限责任公司、宝月物业,宝冶开发商,13套在售二手房3套在租房源,
80,松江,430,150.5万,14834元,外环外,象屿名城(松江九亭)地图,sh4528176举报假一赔百细则,2室2厅1卫,有(一梯二户),91.8平,暂无数据,中区/13层,精装,南北,2013-05-08,满二,其它,住宅 - 公寓,50180元/平,2011年,住宅 - 公寓,25栋,693户,上海同进物业服务有限公司、同进物业,上海云间房地产开发有限公司,17套在售二手房7套在租房源,
81,普陀,660,231万,22768元,中外环,万景园(普陀长征)地图,sh4813740举报假一赔百细则,2室2厅2卫,暂无数据,99.0平,暂无数据,低区/4层,精装,南,2000-10-12,满五,折现,住宅 - 公寓,67651元/平,2002~2004年,住宅 - 公寓,72栋,829户,万豪物业,上海海名房产开发有限公司,9套在售二手房2套在租房源,
82,闵行,305,106.8万,10522元,外环外,新明星花园(闵行航华)地图,sh4854943举报假一赔百细则,1室1厅1卫,暂无数据,56.85平,暂无数据,低区/6层,简装,南,1997-12-31,满五,置换,住宅 - 公寓,52910元/平,1997~2004年,住宅 - 公寓,117栋,1622户,上海新明星物业管理有限公司,上海新明星房地产开发公司,10套在售二手房3套在租房源,
83,徐汇,620,217万,21388元,中外环,虹梅小区(徐汇漕河泾)地图,sh4684272举报假一赔百细则,2室1厅1卫,暂无数据,90.28平,暂无数据,中区/6层,中装,南,2004-05-01,满五,置换,住宅 - 公寓,64806元/平,1994~1997年,住宅 - 公寓,22栋,360户,上海安得物业管理有限公司,虹桥置业开发有限公司,8套在售二手房3套在租房源,
84,黄浦,410,143.5万,14144元,内环内,重庆北路211号(黄浦人民广场)地图,sh4591632举报假一赔百细则,2室0厅1卫,暂无数据,49.8平,暂无数据,高区/6层,简装,东,暂无数据,满五,置换,住宅 - 公寓,82145元/平,1991~2003年,住宅 - 公寓、商业类、住宅 - 新里,2栋,20户,暂无信息,暂无信息,2套在售二手房0套在租房源,
85,杨浦,860,301万,29668元,中外环,阳光欧洲公寓(杨浦中原)地图,sh4565417举报假一赔百细则,3室2厅2卫,有(一梯三户),126.28平,暂无数据,高区/9层,中装,南北,暂无数据,未满二,折现,住宅 - 公寓,住宅 - 公寓,6栋,98户,上海阳光欧洲城投资发展集团有限公司、上海阳光物业管理有限公司,上海阳光欧洲城投资发展集团有限公司、阳光房产发展有限公司,4套在售二手房1套在租房源,,,
86,杨浦,930,325.5万,32082元,内环内,金上海家园(杨浦周家嘴路)地图,sh4516972举报假一赔百细则,3室2厅2卫,有(一梯二户),138.08平,暂无数据,低区/14层,精装,南北,2005-01-07,满五,置换,住宅 - 公寓,78985元/平,2004年,住宅 - 公寓,15栋,527户,上海海叶置业有限公司,上海海叶置业有限公司,4套在售二手房1套在租房源,
87,长宁,830,290.5万,28633元,中外环,淞虹苑(长宁北新泾)地图,sh4396032举报假一赔百细则,3室2厅2卫,暂无数据,123.7平,暂无数据,高区/6层,精装,南,2000-07-10,满五,折现,住宅 - 公寓,69183元/平,1997~2000年,住宅 - 公寓,94栋,1083户,上海绿地资产管理有限公司、绿地物业,上海市绿地集团置业有限公司、绿城集团,13套在售二手房4套在租房源,
88,闸北,520,182万,17939元,内中环,玉峰花园(闸北阳城)地图,sh4372493举报假一赔百细则,3室1厅1卫,暂无数据,105.23平,暂无数据,高区/6层,中装,南北,暂无数据,未满二,暂无数据,住宅 - 公寓,57227元/平,1995~1996年,住宅 - 公寓,32栋,378户,上海国光物业管理有限责任公司,上海市城市建设综合开发有限公司、市建,9套在售二手房1套在租房源,
89,虹口,600,210万,20698元,内环内,新亚公寓(虹口四川北路)地图,sh4835765举报假一赔百细则,2室1厅1卫,有(二梯八户),77.92平,暂无数据,低区/18层,简装,南,2002-06-01,满五,折现,住宅 - 公寓,79145元/平,1990年,住宅 - 公寓,1栋,127户,自主物业,暂无信息,2套在售二手房0套在租房源,
90,普陀,210,73.5万,7244元,内中环,新长小区(普陀甘泉宜川)地图,sh4664861举报假一赔百细则,1室1厅1卫,暂无数据,39.88平,暂无数据,高区/6层,精装,南,2010-12-30,满五,折现,住宅 - 公寓,57632元/平,1986~1993年,住宅 - 公寓、住宅 - 新里,58栋,1665户,上海威斯特物业经营有限公司,普陀建筑,19套在售二手房5套在租房源,
91,杨浦,960,336万,33117元,内中环,黄兴绿园(杨浦黄兴公园)地图,sh4558894举报假一赔百细则,3室2厅2卫,有(一梯二户),136.32平,暂无数据,高区/12层,精装,南,暂无数据,满五,其它,住宅 - 公寓,73158元/平,2003~2005年,住宅 - 公寓,66栋,1095户,康旺物业,上海五方房地产有限公司,17套在售二手房5套在租房源,
92,浦东,405,141.8万,13971元,中外环,锦悦苑(浦东外高桥)地图,sh4558063举报假一赔百细则,2室2厅2卫,暂无数据,98.18平,暂无数据,低区/6层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,41338元/平,2000~2006年,住宅 - 公寓,11栋,98户,暂无信息,暂无信息,2套在售二手房1套在租房源,
93,闸北,298,104.3万,10280元,中外环,永和二村(闸北永和)地图,sh4545622举报假一赔百细则,2室0厅1卫,暂无数据,54.88平,暂无数据,高区/6层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,57381元/平,1995~1996年,住宅 - 公寓,135栋,3252户,上海北城物业有限公司,大宁房地产开发有限公司,43套在售二手房22套在租房源,
94,杨浦,795,278.2万,27425元,内中环,兰馨苑(杨浦黄兴公园)地图,sh4541888举报假一赔百细则,2室2厅1卫,暂无数据,98.0平,暂无数据,高区/6层,精装,南北,2009-12-29,满五,置换,住宅 - 公寓,82151元/平,2002年,住宅 - 公寓,18栋,196户,上海城馨物业管理有限公司,上海兰花房产开发经营有限公司,3套在售二手房2套在租房源,
95,杨浦,1250,437.5万,43122元,内中环,文化佳园(杨浦黄兴公园)地图,sh4538371举报假一赔百细则,4室2厅2卫,有(一梯二户),143.59平,暂无数据,高区/11层,精装,南北,2007-01-01,满五,置换,住宅 - 公寓,83528元/平,2002年,住宅 - 别墅、住宅 - 公寓,116栋,1114户,文化佳园物业公司,上海新演房地产开发有限公司,15套在售二手房5套在租房源,
96,浦东,320,112万,11039元,内中环,云台二小区(浦东世博)地图,sh4518689举报假一赔百细则,1室1厅1卫,有(一梯八户),49.83平,暂无数据,高区/24层,中装,南,2006-06-13,满五,折现,住宅 - 公寓,62872元/平,1993~1998年,住宅 - 公寓,51栋,1939户,上海三凌物业管理公司、双乐物业,上南众开开发集团、众开集团,17套在售二手房2套在租房源,
97,虹口,320,112万,11039元,内环内,欧四小区(虹口鲁迅公园)地图,sh4512810举报假一赔百细则,2室0厅1卫,暂无数据,47.58平,暂无数据,低区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,68096元/平,1951~1997年,住宅 - 公寓,65栋,1294户,宏阳物业、欧阳物业,无开发商,21套在售二手房6套在租房源,
98,杨浦,630,220.5万,21733元,内中环,华丰大楼(杨浦五角场)地图,sh4510885举报假一赔百细则,2室1厅1卫,有(二梯八户),108.42平,暂无数据,中区/17层,精装,南,2001-09-03,满五,折现,住宅 - 公寓,住宅 - 公寓,1栋,136户,上海沪裕房地产有限公司,上海沪裕房地产有限公司,4套在售二手房0套在租房源,,,
99,杨浦,318,111.3万,10970元,内环内,凤城三村(杨浦控江路)地图,sh4508324举报假一赔百细则,2室1厅1卫,暂无数据,45.82平,暂无数据,高区/5层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,61632元/平,1956~2011年,住宅 - 公寓,240栋,5872户,上海四平物业管理有限公司、卫百辛物业,上海卫百辛房地产经纪有限公司、卫百辛集团,62套在售二手房14套在租房源,
100,浦东,315,110.2万,10867元,中外环,莱阳北小区(浦东金桥)地图,sh4501896举报假一赔百细则,2室1厅1卫,暂无数据,60.07平,暂无数据,高区/6层,精装,南,2002-11-07,满五,置换,住宅 - 公寓,53251元/平,1990~1997年,住宅 - 公寓,86栋,1553户,上海高桥石化物业管理有限公司、高桥物业,上海市人民政府动迁组,16套在售二手房4套在租房源,
101,浦东,360,126万,12419元,内中环,罗山三村(浦东金杨)地图,sh4497205举报假一赔百细则,2室1厅1卫,暂无数据,68.88平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,56432元/平,1984~1999年,住宅 - 公寓,147栋,2829户,上海通昌物业管理有限公司、通昌物业,上海建工房产有限公司,32套在售二手房7套在租房源,
102,虹口,470,164.5万,16214元,中外环,龙腾小区(虹口江湾镇)地图,sh4409095举报假一赔百细则,2室1厅1卫,暂无数据,79.0平,暂无数据,高区/5层,精装,南北,2012-08-10,满五,折现,住宅 - 公寓,58554元/平,2001年,住宅 - 公寓,16栋,273户,上海江湾物业管理有限公司,上海龙腾建筑有限公司,4套在售二手房0套在租房源,
103,闸北,340,119万,11729元,中外环,永和二村(闸北永和)地图,sh4298911举报假一赔百细则,2室1厅1卫,暂无数据,61.07平,暂无数据,高区/6层,精装,南,2009-07-22,满五,置换,住宅 - 公寓,57381元/平,1995~1996年,住宅 - 公寓,135栋,3252户,上海北城物业有限公司,大宁房地产开发有限公司,43套在售二手房22套在租房源,
104,浦东,295,103.2万,10177元,中外环,港城新苑(浦东外高桥)地图,sh4291780举报假一赔百细则,1室1厅1卫,暂无数据,55.27平,暂无数据,高区/6层,中装,南北,2012-08-29,满五,折现,住宅 - 公寓,49242元/平,2007~2008年,住宅 - 公寓,55栋,1170户,上海浦东新区潼港物业管理部,上海东波房地产开发经营有限公司、上海东波房产开发经营公司,11套在售二手房6套在租房源,
105,浦东,410,143.5万,14144元,内环内,兰园小区(浦东陆家嘴)地图,sh4255832举报假一赔百细则,2室0厅1卫,暂无数据,55.51平,暂无数据,高区/6层,中装,南北,2004-02-11,满五,置换,住宅 - 公寓,78914元/平,1987~1989年,住宅 - 公寓,35栋,597户,上海潍坊物业公司、潍坊物业,黄浦房产,10套在售二手房5套在租房源,
106,宝山,240,84万,8279元,中外环,通河一村(宝山张庙)地图,sh4862319举报假一赔百细则,1室1厅1卫,暂无数据,45.47平,暂无数据,中区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,159栋,4120户,上海宝房(集团)通河物业管理有限公司、通河物业,通河集团,34套在售二手房10套在租房源,,,
107,黄浦,1300,455万,44846元,内环内,东淮海公寓(黄浦豫园)地图,sh4861520举报假一赔百细则,3室2厅2卫,有(二梯三户),125.37平,暂无数据,低区/33层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,99533元/平,2003~2006年,住宅 - 公寓,8栋,549户,上海豫园物业管理有限公司、上海豫园旅游商城物业管理有限公司,上海建工九龙房产有限公司,16套在售二手房10套在租房源,
108,普陀,750,262.5万,25873元,中外环,金沙雅苑（四期）(普陀长征)地图,sh4860754举报假一赔百细则,2室2厅1卫,有(二梯四户),89.0平,暂无数据,高区/18层,中装,南,2007-09-11,满五,置换,住宅 - 公寓,71180元/平,2006~2014年,住宅 - 公寓,48栋,2370户,上海协沁物业管理有限公司、上海协沁物业管理有限公司,上海弘象置业有限公司,29套在售二手房7套在租房源,
109,杨浦,1230,430.5万,42432元,内环内,华升新苑(杨浦周家嘴路)地图,sh4859798举报假一赔百细则,3室2厅2卫,有(一梯二户),143.77平,暂无数据,高区/17层,精装,南北,暂无数据,满五,其它,住宅 - 公寓,79745元/平,2001~2005年,住宅 - 公寓,64栋,1566户,上海沪裕房地产有限公司,上海华福房地产开发有限公司,19套在售二手房2套在租房源,
