,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
72,宝山,645,225.7万,22251元,中外环,梧桐城邦（二期）(宝山大华)地图,sh4611892举报假一赔百细则,3室2厅1卫,有(一梯二户),108.82平,暂无数据,中区/14层,精装,南,2011-07-18,满五,置换,住宅 - 公寓,58224元/平,2006~2013年,住宅 - 公寓,110栋,1798户,大华集团上海物业管理有限公司、上海大华物业有限公司、大华物业,大华（集团）有限公司,35套在售二手房5套在租房源
73,徐汇,470,164.5万,16214元,内中环,凯翔小区(徐汇万体馆)地图,sh4611542举报假一赔百细则,2室1厅1卫,有(二梯八户),76.07平,暂无数据,低区/18层,精装,南北,2004-09-22,满五,折现,住宅 - 公寓,77416元/平,1990~1995年,住宅 - 公寓,25栋,1209户,上海申大物业有限公司、申大物业,政府安置房,13套在售二手房4套在租房源
74,虹口,1120,392万,38637元,内环内,虹叶花苑(虹口四川北路)地图,sh4611087举报假一赔百细则,3室2厅2卫,有(一梯二户),173.08平,暂无数据,高区/8层,精装,南北,2005-04-27,满五,折现,住宅 - 公寓,66754元/平,1996~2009年,住宅 - 公寓,15栋,844户,上海虹叶物业管理有限公司、上海虹叶物业管理有限公司,上海红叶房地产有限公司,11套在售二手房1套在租房源
75,浦东,800,280万,27598元,内环内,东明广场(浦东陆家嘴)地图,sh4610916举报假一赔百细则,2室2厅2卫,有(二梯四户),145.41平,暂无数据,低区/26层,暂无数据,暂无数据,2003-12-10,满五,其它,住宅 - 公寓,59601元/平,1995~1996年,住宅 - 公寓、商业类,3栋,306户,上海鸿茂物业有限公司,东明广场房地产开发公司,3套在售二手房1套在租房源
76,杨浦,325,113.7万,11212元,内环内,明德公寓(杨浦东外滩)地图,sh4610844举报假一赔百细则,1室1厅1卫,有(二梯八户),48.0平,暂无数据,低区/18层,中装,南,2000-09-02,满五,折现,住宅 - 公寓,67589元/平,2000年,住宅 - 公寓,1栋,126户,上海新民物业发展有限公司、上海欣明物业有限公司,上海城建(集团)公司、上海明泉集团,4套在售二手房0套在租房源
77,闵行,265,92.8万,9142元,外环外,银都新村(8至10区)(闵行颛桥)地图,sh4610487举报假一赔百细则,2室1厅1卫,暂无数据,56.65平,暂无数据,中区/6层,中装,南,2001-12-19,满五,其它,住宅 - 公寓,46588元/平,1994~1995年,住宅 - 公寓,142栋,1920户,上海联源物业发展有限公司、上海益镇物业管理有限公司,上海颛桥房地产有限公司,22套在售二手房16套在租房源
78,徐汇,300,105万,10349元,内环内,乐山二村(徐汇徐家汇)地图,sh4609847举报假一赔百细则,1室1厅1卫,暂无数据,32.5平,暂无数据,低区/6层,中装,东南,2011-12-09,满五,折现,住宅 - 公寓,84421元/平,1988~1989年,住宅 - 公寓,43栋,632户,上海高建物业有限公司、上海永乐物业有限公司,四川建筑公司,12套在售二手房4套在租房源
79,虹口,620,217万,21388元,中外环,文致公寓(虹口江湾镇)地图,sh4609632举报假一赔百细则,2室2厅1卫,暂无数据,96.43平,暂无数据,中区/6层,简装,南,2010-05-01,满五,置换,住宅 - 公寓,68673元/平,2000年,住宅 - 公寓,9栋,115户,上海和玉物业,上海和玉房地产有限公司,10套在售二手房1套在租房源
80,徐汇,315,110.2万,10867元,内中环,东泉小区(徐汇植物园)地图,sh4609361举报假一赔百细则,2室0厅1卫,暂无数据,52.12平,暂无数据,高区/6层,简装,南北,2000-12-27,满五,置换,住宅 - 公寓,63375元/平,1994~1995年,住宅 - 公寓、住宅 - 写字楼,143栋,1907户,上海益镇物业管理有限公司、上海申大物业有限公司、申大物业,上海瑞虹房地产有限公司,32套在售二手房15套在租房源
81,浦东,220,77万,7589元,内中环,临沂六村(浦东南码头)地图,sh4609194举报假一赔百细则,1室1厅1卫,暂无数据,39.85平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,59517元/平,1989~2000年,住宅 - 公寓,143栋,3245户,上海振南物业公司、振南物业,上海港口机械厂开发有限公司,39套在售二手房9套在租房源
82,闵行,295,103.2万,10177元,中外环,古美三村(闵行古美)地图,sh4609010举报假一赔百细则,1室1厅1卫,暂无数据,53.69平,暂无数据,低区/6层,简装,南,2011-11-30,满五,折现,住宅 - 公寓,56202元/平,1995~1996年,住宅 - 公寓,58栋,696户,上海天天物业管理有限公司,古衡房产开发,12套在售二手房3套在租房源
83,杨浦,1090,381.5万,37602元,内环内,华升公寓(杨浦周家嘴路)地图,sh4608938举报假一赔百细则,6室3厅3卫,有(二梯五户),230.51平,暂无数据,高区/34层,简装,南北,2004-06-27,满五,折现,住宅 - 公寓,61221元/平,1997年,住宅 - 公寓、住宅 - 新里,2栋,341户,上海德升物业管理有限公司,上海华福房地产开发有限公司,5套在售二手房2套在租房源
84,浦东,920,322万,31737元,内中环,张江汤臣豪园二期(浦东张江)地图,sh4608639举报假一赔百细则,3室2厅2卫,有(一梯二户),138.17平,暂无数据,低区/16层,简装,南,2009-07-16,满五,置换,住宅 - 公寓,79657元/平,2006~2007年,住宅 - 公寓,52栋,1620户,上海东湖物业管理公司、东湖物业,上海汤臣集团有限公司、张江集团,21套在售二手房16套在租房源
85,闵行,740,259万,25528元,中外环,南方城(闵行古美)地图,sh4608491举报假一赔百细则,2室2厅1卫,有(一梯二户),101.55平,暂无数据,低区/14层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,74559元/平,2004~2005年,住宅 - 公寓,38栋,952户,上海东湖物业管理有限公司、东湖物业,上海金球房地产开发经营有限公司,9套在售二手房11套在租房源
86,杨浦,199,69.6万,6865元,中外环,市光二村(杨浦中原)地图,sh4607859举报假一赔百细则,1室1厅1卫,暂无数据,41.4平,暂无数据,高区/6层,简装,南,1996-11-05,满五,折现,住宅 - 公寓,56108元/平,1989~1997年,住宅 - 公寓、商业类、住宅 - 新里,131栋,3652户,上海恒联物业有限公司、恒联物业,上海市住宅开发中心第二分公司、中心集团,41套在售二手房4套在租房源
87,浦东,998,349.3万,34428元,内中环,尚东国际名园(浦东三林)地图,sh4606622举报假一赔百细则,3室2厅1卫,有(一梯二户),119.86平,暂无数据,中区/8层,精装,南北,2008-01-22,满五,折现,住宅 - 公寓,87740元/平,2007~2009年,住宅 - 公寓、商业类,89栋,1170户,第一太平戴维斯物业顾问(上海)有限公司,上海中万置业投资有限公司,14套在售二手房16套在租房源
88,浦东,990,346.5万,34152元,内中环,张江汤臣豪园二期(浦东张江)地图,sh4606106举报假一赔百细则,3室2厅2卫,有(二梯三户),119.82平,暂无数据,高区/16层,精装,南北,2008-10-17,满五,置换,住宅 - 公寓,住宅 - 公寓,52栋,1620户,上海东湖物业管理公司、东湖物业,上海汤臣集团有限公司、张江集团,21套在售二手房16套在租房源,,
89,浦东,315,110.2万,10867元,内中环,金杨六街坊(浦东金杨)地图,sh4605334举报假一赔百细则,1室1厅1卫,暂无数据,41.05平,暂无数据,中区/6层,中装,南,暂无数据,满五,折现,住宅 - 公寓,63651元/平,1993~1995年,住宅 - 公寓,32栋,768户,上海陆家嘴物业管理有限公司,上海建工房产有限公司,11套在售二手房5套在租房源
90,杨浦,340,119万,11729元,中外环,国和二村(杨浦中原)地图,sh4605181举报假一赔百细则,2室1厅1卫,暂无数据,56.8平,暂无数据,中区/6层,中装,西南,暂无数据,满五,折现,住宅 - 公寓,57486元/平,1988~2001年,住宅 - 公寓,209栋,3861户,上海吉兴物业管理有限公司,清河房产公司,48套在售二手房13套在租房源
91,黄浦,350,122.5万,12074元,内环内,中山南一路161弄(黄浦世博滨江)地图,sh4604525举报假一赔百细则,2室1厅1卫,暂无数据,44.43平,暂无数据,低区/6层,毛坯,南北,2000-06-27,满五,折现,住宅 - 公寓,78775元/平,1982年,住宅 - 公寓,4栋,120户,暂无信息,暂无信息,1套在售二手房0套在租房源
92,杨浦,230,80.5万,7934元,中外环,民星二村(杨浦中原)地图,sh4604471举报假一赔百细则,1室1厅1卫,暂无数据,39.0平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,56844元/平,1987~1996年,住宅 - 公寓、住宅 - 新里,73栋,2224户,上海殷行物业管理有限公司、上海物业,上海中元房产有限公司,34套在售二手房7套在租房源
93,浦东,360,126万,12419元,外环外,城丰路15弄(浦东川沙)地图,sh4604435举报假一赔百细则,3室2厅1卫,暂无数据,107.9平,暂无数据,高区/5层,精装,南北,2001-02-06,满五,折现,住宅 - 公寓,31678元/平,1996年,住宅 - 公寓,13栋,104户,上海东郊皇庭物业管理有限公司,上海裕华,3套在售二手房1套在租房源
94,宝山,200,70万,6899元,外环外,海滨二村（宝山）(宝山淞宝)地图,sh4604342举报假一赔百细则,2室0厅1卫,暂无数据,46.6平,暂无数据,高区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,43218元/平,1981~1997年,住宅 - 公寓、住宅 - 新里,126栋,2726户,上海宝房海滨物业管理有限公司、海滨物业,宝钢集团有限公司,32套在售二手房2套在租房源
95,徐汇,480,168万,16559元,内中环,欣园新邨(徐汇康健)地图,sh4604333举报假一赔百细则,2室1厅1卫,暂无数据,65.52平,暂无数据,中区/6层,中装,南,2012-05-29,满五,折现,住宅 - 公寓,70307元/平,1994年,住宅 - 公寓、住宅 - 写字楼,47栋,535户,上海二医物业管理有限公司、久星物业,上海久事置业公司,12套在售二手房0套在租房源
96,浦东,560,196万,19318元,中外环,爱法新城(浦东金桥)地图,sh4604175举报假一赔百细则,2室2厅1卫,暂无数据,118.0平,暂无数据,低区/6层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,98栋,1336户,上海上房物业管理有限公司昆山分公司、上海上房物业有限公司、上房物业,上海爱法房地产经营开发有限公司、爱法房产,18套在售二手房4套在租房源,,
97,浦东,340,119万,11729元,内环内,凌高小区(浦东洋泾)地图,sh4603380举报假一赔百细则,1室1厅1卫,有(二梯八户),59.21平,暂无数据,低区/24层,简装,南,暂无数据,满五,置换,住宅 - 公寓,58216元/平,1993~1995年,住宅 - 公寓,6栋,1339户,建工物业、上海建工物业有限公司,上海建工房产有限公司,13套在售二手房9套在租房源
98,杨浦,850,297.5万,29323元,中外环,三湘世纪花城(杨浦五角场)地图,sh4602979举报假一赔百细则,3室2厅2卫,有(一梯二户),129.45平,暂无数据,低区/12层,精装,南北,2002-08-07,满五,其它,住宅 - 公寓,67955元/平,2001~2002年,住宅 - 公寓,61栋,955户,上海三湘物业管理有限公司、三湘物业,上海三湘(集团)有限公司,10套在售二手房3套在租房源
99,长宁,276,96.6万,9521元,内环内,纺大小区(长宁新华路)地图,sh4602073举报假一赔百细则,1室1厅1卫,有(一梯四户),43.14平,暂无数据,高区/7层,精装,南,2011-06-17,满五,折现,住宅 - 公寓,75964元/平,1981~1998年,住宅 - 公寓,34栋,833户,上海方大物业管理有限公司,上海新长宁集团有限公司、长宁集团,16套在售二手房4套在租房源
100,长宁,900,315万,31048元,虹康花苑二期(长宁北新泾)地图,sh4601892举报假一赔百细则,3室2厅2卫,暂无数据,130.77平,暂无数据,中区/6层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,73197元/平,2000年,住宅 - 公寓,51栋,772户,暂无信息,暂无信息,9套在售二手房1套在租房源,
101,杨浦,355,124.2万,12247元,内中环,平凉小区(杨浦周家嘴路)地图,sh4601547举报假一赔百细则,2室1厅1卫,有(二梯八户),73.2平,暂无数据,低区/19层,简装,东,2004-11-16,满五,变现,住宅 - 公寓,59203元/平,1997~1998年,住宅 - 公寓,3栋,461户,天颐物业,天颐物业管理有限公司,11套在售二手房0套在租房源
102,宝山,530,185.5万,18284元,外环外,柏丽华庭(宝山杨行)地图,sh4601356举报假一赔百细则,3室2厅2卫,有(二梯三户),120.27平,暂无数据,高区/18层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,43429元/平,2007~2008年,住宅 - 公寓,11栋,707户,上海东湖物业管理有限公司、上海东湖物业管理公司、东湖物业,上海新舒房地产开发有限公司,14套在售二手房2套在租房源
103,闵行,238,83.3万,8210元,中外环,东兰小区(闵行古美)地图,sh4601181举报假一赔百细则,1室0厅1卫,暂无数据,34.7平,暂无数据,低区/6层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,58872元/平,1989年,住宅 - 公寓,53栋,898户,上海东兰汇聚物业有限公司、无,上海漕河泾开发区经济技术发展有限公司,8套在售二手房2套在租房源
104,闵行,750,262.5万,25873元,外环外,江南苑(闵行莘庄)地图,sh4600952举报假一赔百细则,4室2厅3卫,暂无数据,120.63平,暂无数据,高区/6层,精装,南,2002-05-13,满五,其它,住宅 - 公寓,2002年,住宅 - 公寓,33栋,362户,上海冠好佳物业管理服务有限公司、好冠家物业,上海良华置业有限公司,8套在售二手房2套在租房源,
105,宝山,305,106.8万,10522元,中外环,呼玛三村(宝山张庙)地图,sh4600223举报假一赔百细则,2室1厅1卫,暂无数据,59.54平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,50770元/平,1994~2005年,住宅 - 公寓,381栋,4609户,上海通河物业管理有限公司、通河物业,上海住建创意投资有限公司,45套在售二手房12套在租房源
106,浦东,650,227.5万,22423元,中外环,万科金色城市(浦东御桥)地图,sh4599299举报假一赔百细则,3室2厅1卫,有(二梯二户),89.74平,暂无数据,中区/18层,精装,南北,2011-01-13,满五,折现,住宅 - 公寓,73958元/平,2010年,住宅 - 公寓,31栋,1272户,上海万科物业管理有限公司、上海不凡物业管理有限公司、万科物业,上海建工房产有限公司、上海万科房地产有限公司,14套在售二手房16套在租房源
107,宝山,678,237.3万,23389元,中外环,鎏园(宝山淞南)地图,sh4598269举报假一赔百细则,3室2厅1卫,有(一梯二户),124.88平,暂无数据,中区/8层,毛坯,南,2008-07-03,满五,置换,住宅 - 公寓,51873元/平,2008年,住宅 - 公寓,23栋,506户,上海新城物业有限公司、新城物业、新城物业,上海鎏宇房产有限公司,9套在售二手房4套在租房源
108,闵行,1200,420万,41397元,中外环,虹桥花苑(闵行金虹桥)地图,sh4598066举报假一赔百细则,3室2厅2卫,有(二梯二户),168.11平,暂无数据,高区/16层,精装,南北,2003-05-27,满五,其它,住宅 - 公寓,70327元/平,2001~2005年,住宅 - 公寓,40栋,781户,上海宝鼎物业管理有限公司,上海宝鼎置业有限公司,15套在售二手房18套在租房源
109,杨浦,1020,357万,35187元,内中环,公园3000黄兴花园(杨浦黄兴公园)地图,sh4597891举报假一赔百细则,3室2厅2卫,暂无数据,127.9平,暂无数据,低区/4层,精装,南北,2003-04-03,满五,折现,住宅 - 公寓,83907元/平,2002~2003年,住宅 - 别墅、住宅 - 公寓,149栋,1884户,上海延吉物业管理有限公司、延吉物业,上海新耀房地产开发有限公司,21套在售二手房10套在租房源
110,宝山,590,206.5万,20353元,中外环,鎏园(宝山淞南)地图,sh4597068举报假一赔百细则,2室2厅1卫,有(一梯二户),109.4平,暂无数据,中区/8层,毛坯,南,2008-09-22,满五,其它,住宅 - 公寓,51873元/平,2008年,住宅 - 公寓,23栋,506户,上海新城物业有限公司、新城物业、新城物业,上海鎏宇房产有限公司,9套在售二手房4套在租房源
